MaNhanVien,Tuoi,GioiTinh,TinhTrangHonNhan,DiaDiemLamViec,LoaiHopDong,TrinhDoHocVan,LinhVucDaoTao,PhongBan,ViTriCongViec,CapBacCongViec,TanSuatCongTac,LamThemGio,ThuNhapHangThang_VND,PhanTramTangLuong,KhoangCachNha_Km,HaiLong_CongViec,HaiLong_MoiTruong,CanBangCongViec_CuocSong,MucDoGanKetCongViec,HaiLong_QuanHe,DanhGiaHieuSuat,SoLanDaoTao_Nam,SoCongTyDaLam,TongNamKinhNghiem,SoNamTaiCongTy,SoNam_ViTriHienTai,SoNam_TuLanThangChuc,SoNam_VoiQuanLyHienTai,NghiViec
NV20260600,34,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Tài chính,Kinh doanh,Trưởng nhóm kinh doanh,3,Không công tác,Không,24500000,8,20,4,3,4,1,3,5,3,1,14,5,4,2,3,Có
NV20260601,31,Nam,Đã kết hôn,Đà Nẵng,Thử việc,Đại học,Kinh tế,Công nghệ thông tin,Kỹ sư kiểm thử,3,Không công tác,Không,23000000,17,13,4,4,3,3,3,2,3,4,6,6,3,4,4,Không
NV20260602,32,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Tài chính,Kinh doanh,Trưởng nhóm kinh doanh,2,Không công tác,Có,18500000,7,8,4,4,5,3,4,2,4,1,8,3,1,1,3,Không
NV20260603,42,Nam,Độc thân,Hà Nội,Hợp đồng xác định thời hạn,Đại học,Khác,Vận hành,Trưởng nhóm vận hành,4,Ít,Có,30800000,12,9,1,2,4,4,2,2,3,3,19,12,10,4,9,Không
NV20260604,39,Nữ,Đã kết hôn,Hà Nội,Thử việc,Đại học,Tài chính,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,2,Ít,Có,24000000,12,11,3,3,3,3,3,3,4,1,19,3,2,1,1,Có
NV20260605,28,Nam,Đã kết hôn,Hà Nội,Toàn thời gian,THPT,Khác,Marketing,Chuyên viên marketing,2,Không công tác,Không,16800000,6,13,3,3,5,3,5,3,5,1,2,2,1,1,2,Không
NV20260606,31,Nam,Đã kết hôn,TP. Hồ Chí Minh,Hợp đồng xác định thời hạn,THPT,Công nghệ thông tin,Tài chính - Kế toán,Chuyên viên tài chính,3,Ít,Không,20300000,12,4,4,4,4,3,2,5,5,1,10,4,3,3,3,Có
NV20260607,30,Nam,Độc thân,Hà Nội,Toàn thời gian,Đại học,Công nghệ thông tin,Tài chính - Kế toán,Kế toán viên,2,Thường xuyên,Có,18100000,7,21,1,5,4,2,2,2,3,1,7,3,2,1,2,Có
NV20260608,34,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Cao đẳng,Công nghệ thông tin,Kinh doanh,Nhân viên kinh doanh,2,Không công tác,Có,15100000,11,8,3,3,4,3,1,3,2,3,2,2,1,1,1,Không
NV20260609,35,Nam,Độc thân,Hải Phòng,Thử việc,Đại học,Công nghệ thông tin,Marketing,Chuyên viên nội dung,4,Ít,Không,31100000,8,3,2,4,3,2,1,4,0,3,17,8,6,5,3,Không
NV20260610,39,Nam,Độc thân,Cần Thơ,Toàn thời gian,Thạc sĩ,Công nghệ thông tin,Công nghệ thông tin,Kỹ sư kiểm thử,4,Ít,Có,30700000,8,2,5,3,3,3,3,3,2,1,16,10,5,8,8,Không
NV20260611,26,Nữ,Đã kết hôn,Hà Nội,Thử việc,Thạc sĩ,Công nghệ thông tin,Kinh doanh,Nhân viên kinh doanh,1,Thường xuyên,Có,13000000,12,10,2,4,2,3,3,2,3,3,1,1,0,1,1,Có
NV20260612,20,Nữ,Ly hôn,Hà Nội,Toàn thời gian,Cao đẳng,Tài chính,Kinh doanh,Nhân viên kinh doanh,1,Thường xuyên,Không,14100000,14,12,4,3,1,4,4,4,3,1,0,0,0,0,0,Có
NV20260613,31,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Công nghệ thông tin,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,2,Không công tác,Có,18000000,5,1,2,4,3,3,3,3,4,1,7,3,2,2,2,Không
NV20260614,32,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Cao đẳng,Tài chính,Kinh doanh,Trưởng nhóm kinh doanh,2,Không công tác,Không,21800000,11,12,1,4,4,3,2,3,5,4,14,3,3,1,2,Không
NV20260615,23,Nam,Đã kết hôn,Đà Nẵng,Toàn thời gian,Đại học,Kỹ thuật,Vận hành,Trưởng nhóm vận hành,2,Không công tác,Có,17800000,9,10,2,3,3,2,2,4,1,1,5,3,1,2,1,Có
NV20260616,29,Nữ,Độc thân,Bình Dương,Toàn thời gian,Đại học,Kinh tế,Kinh doanh,Trưởng nhóm kinh doanh,3,Thường xuyên,Có,25600000,12,6,2,4,3,3,5,3,2,3,11,4,2,2,2,Có
NV20260617,48,Nữ,Đã kết hôn,Đà Nẵng,Toàn thời gian,Đại học,Công nghệ thông tin,Công nghệ thông tin,Kỹ sư kiểm thử,4,Không công tác,Không,36600000,9,3,1,5,2,4,3,4,2,3,28,8,4,6,5,Không
NV20260618,23,Nam,Độc thân,Hải Phòng,Toàn thời gian,Đại học,Khác,Vận hành,Trưởng nhóm vận hành,2,Ít,Không,16200000,10,6,3,1,3,4,3,4,2,1,5,3,2,1,2,Không
NV20260619,27,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Kinh tế,Marketing,Chuyên viên marketing,1,Không công tác,Không,12300000,9,23,4,4,2,2,1,4,1,1,1,1,1,1,1,Có
NV20260620,24,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Cao đẳng,Tài chính,Kinh doanh,Nhân viên kinh doanh,2,Không công tác,Không,18600000,9,12,5,3,2,4,4,2,2,2,5,3,2,1,2,Không
NV20260621,23,Nam,Độc thân,Đà Nẵng,Hợp đồng xác định thời hạn,Thạc sĩ,Khác,Công nghệ thông tin,Kỹ sư dữ liệu,2,Không công tác,Không,17000000,11,10,2,3,4,4,3,2,4,1,4,2,1,1,2,Không
NV20260622,20,Nam,Đã kết hôn,TP. Hồ Chí Minh,Thử việc,Đại học,Nhân sự,Kinh doanh,Nhân viên kinh doanh,1,Ít,Không,9100000,5,11,3,3,3,5,4,2,2,2,0,0,0,0,0,Không
NV20260623,27,Nam,Độc thân,Bình Dương,Thử việc,Tiến sĩ,Tài chính,Kinh doanh,Nhân viên kinh doanh,1,Ít,Không,11900000,6,6,5,5,2,5,2,3,3,2,0,0,0,0,0,Không
NV20260624,37,Nữ,Ly hôn,Cần Thơ,Toàn thời gian,Đại học,Công nghệ thông tin,Nghiên cứu và Phát triển,Chuyên viên R&D,2,Ít,Có,17800000,10,6,3,3,5,3,4,3,4,1,7,2,1,1,1,Có
NV20260625,36,Nữ,Độc thân,TP. Hồ Chí Minh,Thử việc,Đại học,Công nghệ thông tin,Marketing,Trưởng nhóm marketing,5,Không công tác,Không,33400000,11,10,5,4,5,3,3,3,1,1,16,16,12,11,8,Không
NV20260626,28,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Cao đẳng,Khác,Kinh doanh,Quản lý kinh doanh,1,Không công tác,Không,12900000,13,18,4,1,4,3,4,3,5,1,0,0,0,0,0,Có
NV20260627,35,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Marketing,Nhân sự,Chuyên viên tuyển dụng,4,Không công tác,Không,29000000,10,15,3,1,5,4,4,5,6,3,11,11,8,4,7,Không
NV20260628,28,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Công nghệ thông tin,Vận hành,Trưởng nhóm vận hành,1,Ít,Có,13600000,12,6,3,3,5,5,4,3,4,6,0,0,0,0,0,Không
NV20260629,35,Nam,Đã kết hôn,Hà Nội,Hợp đồng xác định thời hạn,Thạc sĩ,Kinh tế,Kinh doanh,Trưởng nhóm kinh doanh,3,Không công tác,Có,26400000,12,4,2,2,5,2,2,2,4,1,13,7,6,2,6,Có
NV20260630,27,Nữ,Đã kết hôn,Hà Nội,Toàn thời gian,Đại học,Công nghệ thông tin,Nghiên cứu và Phát triển,Kỹ sư R&D,3,Không công tác,Không,24300000,11,8,3,1,4,3,4,4,3,1,6,6,4,3,4,Không
NV20260631,32,Nữ,Đã kết hôn,Hà Nội,Toàn thời gian,Thạc sĩ,Công nghệ thông tin,Kinh doanh,Nhân viên kinh doanh,2,Ít,Không,18400000,14,18,1,3,4,3,3,4,3,2,9,3,2,1,2,Có
NV20260632,35,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Tài chính,Chăm sóc khách hàng,Trưởng nhóm chăm sóc khách hàng,3,Không công tác,Có,23800000,15,5,4,4,5,3,1,3,3,1,5,5,3,2,3,Có
NV20260633,34,Nam,Độc thân,Hải Phòng,Toàn thời gian,Thạc sĩ,Công nghệ thông tin,Nghiên cứu và Phát triển,Trưởng nhóm R&D,2,Ít,Không,20600000,8,14,2,2,4,5,3,3,4,2,11,3,2,2,2,Có
NV20260634,39,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Khác,Nghiên cứu và Phát triển,Chuyên viên R&D,4,Ít,Không,30200000,7,12,5,5,3,3,4,4,3,1,15,8,6,4,4,Không
NV20260635,34,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,THPT,Khác,Công nghệ thông tin,Kỹ sư dữ liệu,2,Ít,Có,18700000,12,1,1,4,2,2,4,4,2,1,14,2,1,0,1,Có
NV20260636,27,Nam,Độc thân,Hải Phòng,Toàn thời gian,Cao đẳng,Kỹ thuật,Marketing,Chuyên viên nội dung,3,Ít,Không,25700000,15,10,3,2,4,3,2,4,4,3,8,6,5,4,5,Không
NV20260637,43,Nam,Độc thân,TP. Hồ Chí Minh,Hợp đồng xác định thời hạn,Cao đẳng,Công nghệ thông tin,Marketing,Chuyên viên marketing,3,Không công tác,Không,24700000,11,17,5,5,4,4,3,4,3,0,18,7,3,2,4,Không
NV20260638,35,Nam,Đã kết hôn,Cần Thơ,Toàn thời gian,Đại học,Kinh tế,Marketing,Chuyên viên nội dung,2,Ít,Có,22500000,6,8,4,2,4,3,3,2,4,4,12,2,1,1,1,Có
NV20260639,41,Nam,Độc thân,Cần Thơ,Toàn thời gian,Đại học,Kinh tế,Kinh doanh,Nhân viên kinh doanh,1,Ít,Không,15500000,5,3,1,4,4,5,3,3,3,1,10,1,0,0,0,Không
NV20260640,38,Nam,Độc thân,Hà Nội,Toàn thời gian,Đại học,Nhân sự,Kinh doanh,Nhân viên kinh doanh,3,Thường xuyên,Có,30300000,10,12,4,3,5,3,2,4,5,1,20,6,5,5,5,Có
NV20260641,34,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Thạc sĩ,Công nghệ thông tin,Công nghệ thông tin,Kỹ sư kiểm thử,4,Ít,Không,28700000,12,14,3,3,2,5,4,4,5,1,14,8,5,3,5,Không
NV20260642,35,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Khác,Vận hành,Điều phối viên,2,Ít,Có,16000000,13,9,1,2,2,3,3,3,3,1,4,2,1,1,1,Có
NV20260643,33,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Kỹ thuật,Vận hành,Trưởng nhóm vận hành,2,Ít,Không,18500000,11,10,4,3,3,4,3,3,0,2,7,2,1,1,1,Không
NV20260644,38,Nam,Độc thân,Hà Nội,Toàn thời gian,Đại học,Công nghệ thông tin,Nhân sự,Chuyên viên nhân sự,3,Không công tác,Không,26500000,9,7,3,5,5,5,4,2,3,1,15,7,4,5,2,Không
NV20260645,37,Nữ,Độc thân,Bình Dương,Toàn thời gian,Đại học,Kỹ thuật,Tài chính - Kế toán,Trưởng nhóm tài chính,1,Không công tác,Không,17500000,5,17,4,2,5,3,5,3,2,1,14,1,1,0,0,Không
NV20260646,30,Nữ,Độc thân,Đà Nẵng,Toàn thời gian,Đại học,Công nghệ thông tin,Nghiên cứu và Phát triển,Trưởng nhóm R&D,2,Ít,Có,18700000,5,1,3,4,3,3,2,3,5,1,3,2,1,1,2,Không
NV20260647,30,Nam,Ly hôn,Hà Nội,Toàn thời gian,Đại học,Kỹ thuật,Tài chính - Kế toán,Kế toán viên,3,Không công tác,Không,25700000,14,6,5,3,5,3,5,2,2,3,11,5,2,2,4,Không
NV20260648,37,Nữ,Độc thân,Cần Thơ,Toàn thời gian,Thạc sĩ,Nhân sự,Nhân sự,Chuyên viên tuyển dụng,3,Không công tác,Không,21500000,7,6,3,2,1,4,5,1,4,3,6,6,5,2,5,Không
NV20260649,45,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,THPT,Nhân sự,Vận hành,Nhân viên vận hành,3,Không công tác,Có,25500000,7,2,4,4,3,5,2,4,4,2,14,5,2,3,4,Không
NV20260650,44,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Công nghệ thông tin,Vận hành,Nhân viên vận hành,3,Ít,Có,27300000,16,18,3,5,4,4,4,2,4,1,22,4,2,2,2,Không
NV20260651,29,Nữ,Độc thân,Bình Dương,Toàn thời gian,Đại học,Kinh tế,Nghiên cứu và Phát triển,Chuyên viên R&D,3,Không công tác,Không,25000000,6,20,4,2,4,4,2,4,2,3,9,7,3,5,2,Có
NV20260652,22,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Kinh tế,Marketing,Chuyên viên nội dung,1,Ít,Không,11000000,11,17,3,5,3,4,2,3,4,3,0,0,0,0,0,Không
NV20260653,26,Nam,Đã kết hôn,Hà Nội,Thử việc,Đại học,Công nghệ thông tin,Nhân sự,Chuyên viên tuyển dụng,1,Không công tác,Có,11300000,12,11,4,3,2,2,5,4,4,2,0,0,0,0,0,Không
NV20260654,20,Nam,Độc thân,Hải Phòng,Toàn thời gian,Đại học,Công nghệ thông tin,Công nghệ thông tin,Kỹ sư dữ liệu,1,Không công tác,Có,12700000,10,7,3,5,3,4,5,3,3,3,0,0,0,0,0,Không
NV20260655,32,Nam,Đã kết hôn,Bình Dương,Thử việc,Đại học,Kỹ thuật,Vận hành,Trưởng nhóm vận hành,3,Ít,Không,23500000,13,5,5,1,5,2,3,4,6,1,12,4,3,2,3,Không
NV20260656,23,Nữ,Độc thân,Đà Nẵng,Toàn thời gian,Đại học,Công nghệ thông tin,Tài chính - Kế toán,Chuyên viên tài chính,1,Thường xuyên,Không,13400000,9,6,1,1,1,3,2,4,6,1,0,0,0,0,0,Có
NV20260657,20,Nữ,Đã kết hôn,Hải Phòng,Toàn thời gian,Cao đẳng,Công nghệ thông tin,Nghiên cứu và Phát triển,Trưởng nhóm R&D,1,Ít,Không,12200000,3,5,5,2,3,4,5,3,1,1,1,0,0,0,0,Có
NV20260658,24,Nữ,Độc thân,Hà Nội,Toàn thời gian,Cao đẳng,Tài chính,Tài chính - Kế toán,Kế toán viên,1,Ít,Không,12100000,8,16,5,5,4,4,5,3,5,1,0,0,0,0,0,Có
NV20260659,21,Nữ,Độc thân,Bình Dương,Toàn thời gian,Cao đẳng,Kỹ thuật,Tài chính - Kế toán,Chuyên viên tài chính,1,Ít,Có,11900000,8,15,3,3,5,3,4,3,3,5,0,0,0,0,0,Có
NV20260660,38,Nữ,Độc thân,Hà Nội,Toàn thời gian,Đại học,Tài chính,Marketing,Chuyên viên nội dung,4,Không công tác,Không,27500000,12,20,5,2,5,4,5,3,1,3,9,9,4,3,4,Không
NV20260661,37,Nam,Đã kết hôn,Hà Nội,Toàn thời gian,Đại học,Khác,Kinh doanh,Trưởng nhóm kinh doanh,2,Ít,Không,22000000,10,11,3,2,1,2,5,5,2,2,17,2,1,1,1,Có
NV20260662,26,Nữ,Ly hôn,Đà Nẵng,Toàn thời gian,Đại học,Kỹ thuật,Công nghệ thông tin,Lập trình viên,3,Ít,Không,21300000,10,2,3,4,3,5,3,3,4,4,8,6,5,1,4,Không
NV20260663,39,Nữ,Ly hôn,Hà Nội,Toàn thời gian,Thạc sĩ,Kỹ thuật,Tài chính - Kế toán,Trưởng nhóm tài chính,3,Thường xuyên,Không,31300000,11,4,4,4,3,3,5,3,3,4,21,4,2,2,2,Không
NV20260664,36,Nam,Độc thân,Hà Nội,Toàn thời gian,Đại học,Tài chính,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,3,Ít,Không,20700000,10,23,1,1,3,3,2,4,4,2,7,7,3,2,4,Không
NV20260665,31,Nam,Đã kết hôn,Hà Nội,Toàn thời gian,Thạc sĩ,Công nghệ thông tin,Chăm sóc khách hàng,Trưởng nhóm chăm sóc khách hàng,1,Ít,Không,13600000,8,3,3,3,2,4,4,2,5,0,5,1,1,0,0,Không
NV20260666,29,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Tài chính,Công nghệ thông tin,Kỹ sư dữ liệu,3,Không công tác,Có,24900000,7,19,3,1,5,2,4,2,4,0,7,4,3,3,2,Không
NV20260667,40,Nữ,Độc thân,Hải Phòng,Hợp đồng xác định thời hạn,Thạc sĩ,Kinh tế,Công nghệ thông tin,Kỹ sư dữ liệu,1,Không công tác,Không,17500000,6,10,1,3,1,3,2,3,2,0,14,1,1,0,1,Không
NV20260668,29,Nữ,Đã kết hôn,Hà Nội,Toàn thời gian,Đại học,Kỹ thuật,Kinh doanh,Nhân viên kinh doanh,3,Thường xuyên,Có,23700000,10,5,3,3,5,5,3,5,2,2,8,7,4,3,3,Không
NV20260669,44,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Công nghệ thông tin,Kinh doanh,Quản lý kinh doanh,3,Ít,Không,29800000,7,7,4,3,3,3,4,1,2,2,22,4,3,3,2,Không
NV20260670,34,Nam,Độc thân,Hải Phòng,Toàn thời gian,Đại học,Công nghệ thông tin,Kinh doanh,Trưởng nhóm kinh doanh,1,Không công tác,Không,20800000,11,11,4,2,3,3,3,4,2,5,16,1,1,0,1,Không
NV20260671,20,Nữ,Đã kết hôn,Hà Nội,Toàn thời gian,Thạc sĩ,Công nghệ thông tin,Công nghệ thông tin,Lập trình viên,1,Ít,Có,10500000,13,9,4,3,3,4,4,4,2,2,0,0,0,0,0,Không
NV20260672,30,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Thử việc,Tiến sĩ,Kỹ thuật,Vận hành,Điều phối viên,2,Không công tác,Không,19400000,11,2,5,4,4,5,4,3,3,5,6,2,1,2,1,Không
NV20260673,40,Nam,Đã kết hôn,Bình Dương,Toàn thời gian,Cao đẳng,Tài chính,Chăm sóc khách hàng,Trưởng nhóm chăm sóc khách hàng,4,Ít,Không,29000000,7,8,3,3,2,3,3,4,3,4,17,11,6,2,9,Không
NV20260674,43,Nam,Đã kết hôn,Đà Nẵng,Hợp đồng xác định thời hạn,Thạc sĩ,Khác,Vận hành,Trưởng nhóm vận hành,4,Ít,Không,33400000,3,31,2,2,4,3,4,3,4,6,22,9,6,7,4,Không
NV20260675,37,Nam,Đã kết hôn,TP. Hồ Chí Minh,Thử việc,Cao đẳng,Công nghệ thông tin,Marketing,Chuyên viên nội dung,3,Không công tác,Không,27800000,15,5,2,3,4,2,3,4,2,0,19,4,2,2,2,Không
NV20260676,23,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Tiến sĩ,Kinh tế,Nhân sự,Chuyên viên nhân sự,1,Không công tác,Có,12400000,10,11,4,2,3,4,4,4,5,1,0,0,0,0,0,Không
NV20260677,33,Nam,Đã kết hôn,Hải Phòng,Toàn thời gian,Đại học,Nhân sự,Marketing,Chuyên viên nội dung,2,Không công tác,Có,19900000,9,13,3,1,2,3,2,3,4,1,9,3,1,2,2,Không
NV20260678,30,Nam,Độc thân,Hà Nội,Toàn thời gian,Cao đẳng,Kỹ thuật,Công nghệ thông tin,Lập trình viên,2,Thường xuyên,Có,18400000,7,1,1,2,3,2,1,5,5,3,10,2,1,2,1,Có
NV20260679,40,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Thử việc,THPT,Tài chính,Nhân sự,Chuyên viên tuyển dụng,3,Không công tác,Có,24200000,9,2,3,3,3,4,3,2,2,2,12,5,3,1,2,Không
NV20260680,21,Nữ,Độc thân,Hải Phòng,Toàn thời gian,Thạc sĩ,Kinh tế,Marketing,Chuyên viên marketing,1,Ít,Không,11700000,13,15,2,5,3,3,4,3,6,2,2,1,0,1,0,Không
NV20260681,24,Nữ,Độc thân,Bình Dương,Toàn thời gian,THPT,Nhân sự,Kinh doanh,Trưởng nhóm kinh doanh,2,Thường xuyên,Không,15700000,11,11,2,4,2,3,4,4,5,1,6,2,2,1,1,Không
NV20260682,32,Nam,Đã kết hôn,Đà Nẵng,Toàn thời gian,Đại học,Công nghệ thông tin,Vận hành,Trưởng nhóm vận hành,1,Không công tác,Không,14000000,10,6,3,2,2,4,2,3,3,0,1,1,0,0,0,Không
NV20260683,22,Nam,Độc thân,Hà Nội,Toàn thời gian,Đại học,Nhân sự,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,1,Không công tác,Không,12500000,9,4,5,4,4,3,5,4,3,4,0,0,0,0,0,Có
NV20260684,33,Nữ,Ly hôn,Hà Nội,Toàn thời gian,Đại học,Marketing,Nghiên cứu và Phát triển,Chuyên viên R&D,3,Không công tác,Không,26700000,5,5,2,1,3,3,4,4,4,1,15,4,3,1,2,Không
NV20260685,30,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Cao đẳng,Kỹ thuật,Công nghệ thông tin,Kỹ sư dữ liệu,3,Ít,Có,24000000,13,5,2,4,4,4,2,2,2,0,12,7,4,3,6,Không
NV20260686,31,Nữ,Đã kết hôn,Hà Nội,Toàn thời gian,Đại học,Kỹ thuật,Kinh doanh,Trưởng nhóm kinh doanh,1,Ít,Có,18800000,12,24,2,3,3,4,2,4,3,3,9,0,0,0,0,Không
NV20260687,24,Nữ,Đã kết hôn,Hà Nội,Hợp đồng xác định thời hạn,Cao đẳng,Tài chính,Kinh doanh,Quản lý kinh doanh,1,Ít,Có,12400000,11,10,1,5,4,1,4,3,4,1,0,0,0,0,0,Không
NV20260688,21,Nữ,Đã kết hôn,Hà Nội,Toàn thời gian,Cao đẳng,Khác,Nhân sự,Chuyên viên nhân sự,1,Không công tác,Không,13400000,8,16,3,3,5,3,2,4,0,2,0,0,0,0,0,Không
NV20260689,28,Nam,Độc thân,Hải Phòng,Toàn thời gian,Đại học,Kỹ thuật,Vận hành,Nhân viên vận hành,1,Ít,Không,12800000,9,21,3,4,3,3,1,3,3,6,0,0,0,0,0,Có
NV20260690,39,Nữ,Ly hôn,TP. Hồ Chí Minh,Thử việc,Thạc sĩ,Tài chính,Marketing,Chuyên viên marketing,3,Không công tác,Không,27300000,6,5,4,3,4,4,5,2,4,1,20,5,3,4,3,Không
NV20260691,33,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Kỹ thuật,Kinh doanh,Quản lý kinh doanh,1,Không công tác,Có,9800000,11,4,4,2,3,3,2,2,3,2,0,0,0,0,0,Có
NV20260692,22,Nữ,Đã kết hôn,Hà Nội,Toàn thời gian,Thạc sĩ,Tài chính,Marketing,Chuyên viên nội dung,1,Ít,Không,12800000,6,5,3,3,2,3,2,2,2,5,0,0,0,0,0,Không
NV20260693,32,Nữ,Đã kết hôn,Cần Thơ,Toàn thời gian,Thạc sĩ,Marketing,Kinh doanh,Quản lý kinh doanh,3,Không công tác,Có,26100000,8,26,2,2,3,2,5,3,3,2,12,7,5,5,3,Không
NV20260694,31,Nữ,Độc thân,Cần Thơ,Toàn thời gian,Thạc sĩ,Khác,Marketing,Chuyên viên marketing,3,Thường xuyên,Không,21300000,15,11,4,5,4,4,3,4,5,1,6,5,3,1,4,Không
NV20260695,34,Nam,Đã kết hôn,Đà Nẵng,Toàn thời gian,THPT,Kỹ thuật,Vận hành,Điều phối viên,2,Không công tác,Có,20800000,14,5,4,3,5,4,4,3,0,2,12,3,2,1,1,Không
NV20260696,29,Nữ,Độc thân,Đà Nẵng,Toàn thời gian,Thạc sĩ,Công nghệ thông tin,Vận hành,Nhân viên vận hành,2,Ít,Có,18100000,12,4,4,4,4,4,4,4,2,1,11,2,2,1,1,Không
NV20260697,32,Nam,Độc thân,Đà Nẵng,Hợp đồng xác định thời hạn,THPT,Nhân sự,Tài chính - Kế toán,Kế toán viên,1,Không công tác,Không,19300000,12,3,3,3,2,4,4,3,2,0,11,1,0,0,1,Không
NV20260698,24,Nam,Đã kết hôn,Bình Dương,Toàn thời gian,Thạc sĩ,Kinh tế,Kinh doanh,Nhân viên kinh doanh,3,Ít,Có,21200000,7,6,4,5,1,3,4,4,3,4,6,4,3,2,3,Có
NV20260699,44,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Kỹ thuật,Nghiên cứu và Phát triển,Kỹ sư R&D,4,Ít,Không,33300000,10,5,1,5,1,4,5,3,2,1,22,9,4,6,5,Không
NV20260700,38,Nữ,Độc thân,Đà Nẵng,Toàn thời gian,Đại học,Công nghệ thông tin,Vận hành,Điều phối viên,3,Ít,Không,19500000,11,15,3,3,3,5,2,4,4,1,5,5,2,1,4,Không
NV20260701,30,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Thử việc,Cao đẳng,Khác,Tài chính - Kế toán,Trưởng nhóm tài chính,2,Ít,Có,21400000,8,5,4,5,5,3,3,3,2,0,12,3,2,1,2,Không
NV20260702,24,Nam,Đã kết hôn,Hải Phòng,Toàn thời gian,Đại học,Tài chính,Kinh doanh,Nhân viên kinh doanh,3,Ít,Có,19000000,10,10,5,2,3,3,3,5,2,4,6,4,2,2,3,Có
NV20260703,28,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Công nghệ thông tin,Vận hành,Trưởng nhóm vận hành,1,Không công tác,Không,12800000,12,11,2,5,4,2,5,3,3,1,0,0,0,0,0,Có
NV20260704,38,Nam,Đã kết hôn,Bình Dương,Toàn thời gian,Thạc sĩ,Kỹ thuật,Kinh doanh,Quản lý kinh doanh,4,Không công tác,Có,30900000,4,2,3,5,2,2,3,1,2,3,20,8,4,4,3,Không
NV20260705,20,Nam,Độc thân,Hà Nội,Toàn thời gian,Đại học,Nhân sự,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,1,Không công tác,Không,12200000,10,3,3,5,2,4,3,4,3,2,0,0,0,0,0,Không
NV20260706,31,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Cao đẳng,Kỹ thuật,Tài chính - Kế toán,Chuyên viên tài chính,1,Ít,Có,11300000,8,6,4,3,3,2,3,3,4,3,1,1,1,1,1,Không
NV20260707,30,Nữ,Độc thân,Hà Nội,Hợp đồng xác định thời hạn,Đại học,Kinh tế,Nhân sự,Trưởng nhóm nhân sự,3,Ít,Không,20900000,11,12,4,4,4,5,3,3,3,3,4,4,3,2,2,Không
NV20260708,39,Nữ,Độc thân,Bình Dương,Toàn thời gian,Đại học,Tài chính,Nhân sự,Chuyên viên nhân sự,3,Không công tác,Không,26600000,9,6,2,4,5,3,3,4,1,1,15,4,2,2,3,Không
NV20260709,42,Nam,Đã kết hôn,Hải Phòng,Toàn thời gian,Cao đẳng,Kỹ thuật,Công nghệ thông tin,Lập trình viên,2,Không công tác,Không,24600000,14,11,5,1,2,4,2,5,2,1,24,3,1,1,3,Không
NV20260710,20,Nam,Độc thân,Đà Nẵng,Toàn thời gian,Đại học,Công nghệ thông tin,Marketing,Chuyên viên nội dung,1,Ít,Có,14000000,13,5,3,3,3,2,3,4,1,3,0,0,0,0,0,Không
